File	AsrCERENCE	Label
1e_10360.wav	Die Beifahrer sitz Belüftung ausschalten	Die Beifahrersitzbelüftung ausschalten
1e_10363.wav	Die sitz Ware ausschalten	Die Sitzbelüftung beim Beifahrer ausschalten
1e_10364.wav	Die Beifahrer Sitzbelüftung deaktivieren	Die Beifahrersitzbelüftung deaktivieren
1e_10377.wav	Temperatur um 0,5 abkühlen	Die Sitzbelüftung vorne links deaktivieren
1e_10386.wav	Höhste Ventilatoren stärke	höchste Ventilatorenstärke
1e_10389.wav	Auf minimal stufe von dem Ventilator drehen	auf minimale Stufe von dem Ventilator drehen
1e_10391.wav	Die Lüfter Stufe auf minimal einstellen	die Lüfterstufe auf minimal einstellen
1e_10395.wav	Stelle den Ventilator auf Stufe Eins	stelle den Ventilator auf Stufe 1
1e_10398.wav	Verringere die Belüftung auf Stufe Eins	Verringere die Belüftung auf Stufe 1
1e_10400.wav	Ich möchte die lüftungsstufe auf das Minimum einstellen	ich möchte die Lüftungsstufe auf das Minimum stellen
1e_10402.wav	Deaktiviere den Schnee modus	niedrigste Ventilatorstärke
1e_10403.wav	Lüftung auf niedrigste stufe stellen	Lüftung auf die niedrigste Stufe stellen
1e_10484.wav	Die Atmosphäre lichter ausschalten	Die Atmosphärelichter ausschalten
1e_10485.wav	Erhöre Helligkeit der Atmosphäre lichter etwas	Erhöhe Helligkeit der Atmosphärelichter etwas
1f_10010.wav	Schalte die Klimaanlage an	schalte die Klimaanlage ein
1f_10019.wav	Ich sie an	AC an
1f_10034.wav	Ich sie aus	AC aus
1f_10037.wav	Schalte die automatische Klima Regelung im vorderen und hinteren Fahrgastraum ein	Schalte die automatische Klimaregelung im vorderen und hinteren Fahrgastraum ein
1f_10039.wav	Schalte die automatische Klima Regelung in der ersten reihe aus	Schalte die automatische Klimaregelung in der ersten Reihe aus
1f_10041.wav	Schalte die automatische Klima Regelung im vorderen und hinteren Fahrers Raum aus	Schalte die automatische Klimaregelung im vorderen und hinteren Fahrgastraum aus
1f_10051.wav	Ich will dass sie Klimaanlage synchronisiert ist	ich will dass die Klimaanlage synchronisiert ist
1f_10060.wav	Ich will das ist ein Conny Sierung der Klimaanlage beendet wird	ich will dass die Synchronisierung der Klimaanlage beendet wird
1f_10067.wav	Hinter Innenraum auf minimale Temperatur	Hinterer Innenraum auf minimale Temperatur
1f_10080.wav	Die stufe von Ventilator hochdrehen	die Stufe von dem Ventilator hoch drehen
1f_10081.wav	Die Lüftung Stufe erhöhen	die Lüftungsstufe erhöhen
1f_10086.wav	Geschwindigkeit es Ventilators verringern	die Geschwindigkeit des Ventilators verringern
1f_10087.wav	Die stufe finde Ventilator niedriger drehen	die Stufe von dem Ventilator niedriger drehen
1f_10088.wav	Reduziere die stärke das Ventilators	reduziere die Stärke des Ventilators
1f_10089.wav	Die Lüftung Stufe runterstellen	die Lüftungsstufe runterstellen
1f_10090.wav	Stelle die Lüfter stufe kleiner	stelle die Lüfterstufe kleiner
1f_10092.wav	Lüfter Geschwindigkeit verringern	Lüftergeschwindigkeit verringern
1f_10094.wav	Dreh die Klimaanlage auf Kopf und Füße	drehe die Klimaanlage auf Kopf und Füße
1f_10097.wav	Klimaanlage auf Kopf und Fuß Höhe	Klimaanlage auf Kopf-und Fußhöhe
1f_10099.wav	Bin schon der Klimaanlage auf Kopf und Füße richten	Windstrom der Klimaanlage auf Kopf und Füße richten
1f_10101.wav	Stelle die Klimaanlage so ein dass ist durch alle Lüftungsöffnungen bläst	Stelle Klimaanlage so ein dass es durch alle Lüftungsöffnungen bläst
1f_10103.wav	Schalte den Gebläse modus der Klimaanlage auf Gesichts Gebläse modus um	Schalte den Gebläsemodus der Klimaanlage auf Gesichtsgebläsemodus um
1f_10110.wav	Stelle Lüftern Richtung Gesicht	stelle den Lüfter in Richtung Gesicht
1f_10114.wav	Bitte schalte den Gesichts Lüfter ein	bitte schalte den Gesichtslüfter ein
1f_10122.wav	Wünsch Thunder Klimaanlage auf das Gesicht richten	Windstrom der Klimaanlage auf das Gesicht richten
1f_10124.wav	Drehe ich Limmer Lage auf die Füße	drehe die Klimaanlage auf die Füße
1f_10129.wav	Wenn schon der Klimaanlage auf die Füße richten	Windstrom der Klimaanlage auf die Füße richten
1f_10130.wav	Fuß Lüfter einschalten	Fußlüfter einschalten
1f_10131.wav	Ich möchte den wohn Ventilator einschalten	ich möchte den Bodenventilator einschalten
1f_10133.wav	Bitte schalte dein fuß Lüfter ein	bitte schalte den Fußlüfter ein
1f_10136.wav	Öffne den fuß Ventilator	öffne den Fußventilator
1f_10137.wav	Poste du mit dem Ventilator zu meinen Füßen	Puste mit dem Ventilator zu meinen Füßen
1f_10138.wav	Öffne bitte den äußeren luftkreislauf	öffne bitte den äußeren Luftkreislauf
1f_10152.wav	Aktiviere Internet Zirkulation	aktiviere interne Zirkulation
1f_10155.wav	Interne Luftzirkulation einschalten	Luftzirkulation einschalten
1f_10156.wav	Schalte die Innere und umlüftung an	schalte die innere Rundumlüftung an
1f_10160.wav	Internet Zirkulation an	interne Zirkulation an
1f_10162.wav	Aktiviere den Reiniger	Stelle die Innenraumtemperatur vorne auf 15 Grad ein
1f_10165.wav	Luftreiniger einschalten	Drehe die Temperatur des Beifahrersitzes auf 31 Grad
1f_10178.wav	Ich möchte dass fahr Fenster aufmachen	Ich möchte das Fahrerfenster aufmachen
1f_10179.wav	Ich möchte dass fahr Fenster öffnen	Ich möchte das Fahrerfenster öffnen
1f_10181.wav	Mach das Fahrer Fenster auf	Mach das Fahrerfenster auf
1f_10188.wav	Ich möchte das Beifahrer Fenster aufmachen	Ich möchte das Beifahrerfenster aufmachen
1f_10189.wav	Ich möchte das Beifahrer Fenster öffnen	Ich möchte das Beifahrerfenster öffnen
1f_10192.wav	Mach das Beifahrer Fenster auf	Mach das Beifahrerfenster auf
1f_10193.wav	Bitte das Beifahrer Fenster aufmachen	bitte das Beifahrerfenster aufmachen
1f_10196.wav	Fenster von rechts aufmachen	Fenster vorne rechts aufmachen
1f_10203.wav	Fenster des rechten Rücksitzes zu machen	Fenster des rechten Rücksitzes zumachen
1f_10204.wav	Schließe das Fenster beim rechten rück sitz	Schließe das Fenster beim rechten Rücksitz
1f_10207.wav	Mache das Fenster beim rechten rück sitz zu	Mache das Fenster beim rechten Rücksitz zu
1f_10208.wav	Wo hat das kannst du das rechten Rücksitzes zu	Mache das Fenster des rechten Rücksitzes zu
1f_10213.wav	Kannst du das linken rück Sitzes schließen	Fenster des linken Rücksitzes schließen
1f_10214.wav	Fenster das linken rück Sitzes zu machen	Fenster des linken Rücksitzes zumachen
1f_10215.wav	Schließe das Fenster beim linken rück sitz	Schließe das Fenster beim linken Rücksitz
1f_10216.wav	Schließe das Fenster das linken rück Sitzes	Schließe das Fenster des linken Rücksitzes
1f_10218.wav	Mache das Fenster beim linken rück sitz zu	Mache das Fenster beim linken Rücksitz zu
1f_10219.wav	Mache das Fenster das linken rück Sitzes zu	Mache das Fenster des linken Rücksitzes zu
1f_10220.wav	Mache das Fenster für den Passagier	Mache das Fenster für den Passagier hinten links zu
1f_10224.wav	Schließe das kannst ein bisschen	Schließe das Fenster ein bisschen
1f_10227.wav	Ich möchte dass kannst du ein wenig schließen lassen	Ich möchte das Fenster ein wenig schließen lassen
1f_10228.wav	Lass uns das Fenster etwas zu machen	Lass uns das Fenster etwas zumachen
1f_10230.wav	Gebläsestärke für die Vordersitze auf Stufe 2 einstellen	Das Fenster ein wenig hochkurbeln
1f_10231.wav	Das Fenster etwas hoch kurbeln	Das Fenster etwas hochkurbeln
1f_10232.wav	Das Wanst ein bisschen hoch kurbeln	Das Fenster ein bisschen hochkurbeln
1f_10233.wav	Öffne die Fenster anziehen Prozent	Öffne die Fenster um 10 Prozent
1f_10234.wav	Schließe die Fenster um 60 %	Schließe die Fenster um 60 Prozent
1f_10314.wav	Aktiviere diese Zeitung beim Fahrer	Aktiviere die Sitzheizung beim Fahrer
1f_10315.wav	Schalte die sitz Heizung für den Fahrer an	Schalte die Sitzheizung für den Fahrer an
1f_10316.wav	Die sitz Heizung beim Fahrer aktivieren	Die Sitzheizung beim Fahrer aktivieren
1f_10317.wav	Sitzheizung beim Fahrer einschalten	Die Sitzheizung beim Fahrer einschalten
1f_10318.wav	Die sitz Heizung beim Fahrer anschalten	Die Sitzheizung beim Fahrer anschalten
1f_10319.wav	Diese Zahl zu für den Fahrer aktivieren	Die Sitzheizung für den Fahrer aktivieren
1f_10320.wav	Die sitz Heizung für den Fahrer einschalten	Die Sitzheizung für den Fahrer einschalten
1f_10321.wav	Die sitz Heizung für den Fahrer anschalten	Die Sitzheizung für den Fahrer anschalten
1f_10322.wav	Die Fahrer Sitzheizung aktivieren	Die Fahrersitzheizung aktivieren
1f_10323.wav	Die Fahrer Sitzheizung einschalten	Die Fahrersitzheizung einschalten
1f_10324.wav	Schalte die sitz Heizung beim Beifahrer ein	Schalte die Sitzheizung beim Beifahrer ein
1f_10327.wav	Sitzheizung beim Beifahrer aktivieren	Die Sitzheizung beim Beifahrer aktivieren
1f_10328.wav	Die sitz Heizung beim Beifahrer einschalten	Die Sitzheizung beim Beifahrer einschalten
1f_10331.wav	Die sitz Heizung für den Beifahrer einschalten	Die Sitzheizung für den Beifahrer einschalten
1f_10332.wav	Dieser Zeitung für den Beifahrer anschalten	Die Sitzheizung für den Beifahrer anschalten
1f_10333.wav	Die Beifahrer Sitzheizung aktivieren	Die Beifahrersitzheizung aktivieren
1f_10334.wav	Die Beifahrer Sitzheizung einschalten	Die Beifahrersitzheizung einschalten
1f_10336.wav	Die sitz Heizung für den Fahrer ausmachen	Die Sitzheizung für den Fahrer ausmachen
1f_10337.wav	Die sitz Heizung für den Fahrer ausschalten	Die Sitzheizung für den Fahrer ausschalten
1f_10338.wav	Schließe dieser Zeitung für den Fahrer	Schließe die Sitzheizung für den Fahrer
1f_10349.wav	Die sitz Lüftung für Beifahrer starten	Die Sitzlüftung für Beifahrer starten
1f_10351.wav	Die sitz Lüftung für den Beifahrer aktivieren	Die Sitzlüftung für den Beifahrer aktivieren
1f_10352.wav	Öffne die Sitzlüftung von rechts	Öffne die Sitzlüftung vorne rechts
1f_10353.wav	Starte die sitz Lüftung von Beifahrer	Starte die Sitzlüftung vom Beifahrer
1f_10354.wav	Die sitz Lüftung für den Fahrer einschalten	Die Sitzlüftung für den Fahrer einschalten
1f_10355.wav	Wie Sitzlüftung beim Fahrer aktivieren	Die Sitzlüftung beim Fahrer aktivieren
1f_10358.wav	Schalt die Sitzbelüftung für Fahrer ein	Schalte die Sitzbelüftung für Fahrer ein
1f_10360.wav	Die Beifahrer sitz Belüftung ausschalten	Die Beifahrersitzbelüftung ausschalten
1f_10362.wav	Die Sitzbelüftung von rechts ausschalten	Die Sitzbelüftung vorne rechts ausschalten
1f_10364.wav	Die Beifahrer Sitzbelüftung deaktivieren	Die Beifahrersitzbelüftung deaktivieren
1f_10369.wav	Deaktiviere diese zur Belüftung für den Beifahrer	Deaktiviere die Sitzbelüftung für den Beifahrer
1f_10371.wav	Fahrersitzbelüftung ausschalten	Die Fahrersitzbelüftung ausschalten
1f_10375.wav	Die fahr Sitzbelüftung deaktivieren	Die Fahrersitzbelüftung deaktivieren
1f_10376.wav	Die Sitzbelüftung für dein Fahrrad deaktivieren	Die Sitzbelüftung für den Fahrer deaktivieren
1f_10378.wav	Die Sitzbelüftung ein paar deaktivieren	Die Sitzbelüftung beim Fahrer deaktivieren
1f_10384.wav	Maximale stufe von dem Ventilator drehen	auf maximale Stufe von dem Ventilator drehen
1f_10386.wav	Nächste Ventilatorstärke	höchste Ventilatorenstärke
1f_10388.wav	Die Geschwindigkeit es Adlatus auf Minimum einstellen	die Geschwindigkeit des Ventilators auf Minimum einstellen
1f_10389.wav	Minimale stufe von dem Ventilator drehen	auf minimale Stufe von dem Ventilator drehen
1f_10391.wav	Die Lüfter Stufe auf minimal einstellen	die Lüfterstufe auf minimal einstellen
1f_10395.wav	Stelle den Ventilator auf Stufe Eins	stelle den Ventilator auf Stufe 1
1f_10398.wav	Verringere die Beduftung auf Stufe Eins	Verringere die Belüftung auf Stufe 1
1f_10484.wav	Ja das Fernlichter ausschalten	Die Atmosphärelichter ausschalten
1f_10485.wav	Erhöhe die Helligkeit der Atmosphäre lichter etwas	Erhöhe Helligkeit der Atmosphärelichter etwas
2a_10486.wav	Verringere Helligkeit der Atmosphäre lichter etwas	Verringere Helligkeit der Atmosphärelichter etwas
2a_10498.wav	Aktivieren sie den Schnee modus	Aktivieren Sie den Schneemodus
2a_10501.wav	Kannst du den Schnee modus einschalten	kannst du den Schneemodus einschalten
2a_10504.wav	Kannst du den Schnee modus ausschalten	kannst du den Schneemodus ausschalten
2a_10505.wav	Hilf mir den Schnee modus auszuschalten	hilf mir den Schneemodus auszuschalten
2a_10544.wav	Erhöhe die Medien Lautstärke etwas	Erhöhe die Medienlautstärke etwas
2a_10553.wav	Schalte bitte Sturm	Schalte bitte stumm
2a_10758.wav	Beende den Musik	Beende die Musik
2a_10770.wav	Musik starten	Musik stoppen
2a_10796.wav	USB Musik einschalten	Musik einschalten
2a_10805.wav	USB Musik ausschalten	Musik ausschalten
2a_10851.wav	Schalte bitte Sturm	Schalte bitte stumm
2b_10486.wav	Verringere Helligkeit der Atmosphäre lichter etwas	Verringere Helligkeit der Atmosphärelichter etwas
2b_10498.wav	Aktivieren sie den Schnee modus	Aktivieren Sie den Schneemodus
2b_10501.wav	Kannst du den Schnee modus einschalten	kannst du den Schneemodus einschalten
2b_10504.wav	Kannst du den Schnee modus ausschalten	kannst du den Schneemodus ausschalten
2b_10505.wav	Hilf mir den Schnee modus auszuschalten	hilf mir den Schneemodus auszuschalten
2b_10544.wav	Erhöhe die Medien Lautstärke etwas	Erhöhe die Medienlautstärke etwas
2b_10553.wav	Schalten sie bitte stumm	Schalte bitte stumm
2b_10761.wav	Hörde Musik	höre Musik
2b_10796.wav	USB Musik einschalten	Musik einschalten
2b_10805.wav	USB Musik ausschalten	Musik ausschalten
2c_10486.wav	Verringere Helligkeit der Atmosphäre lichter etwas	Verringere Helligkeit der Atmosphärelichter etwas
2c_10498.wav	Aktivieren sie den Schnee modus	Aktivieren Sie den Schneemodus
2c_10501.wav	Kannst du den Schnee modus einschalten	kannst du den Schneemodus einschalten
2c_10504.wav	Kannst du den Schnee modus ausschalten	kannst du den Schneemodus ausschalten
2c_10505.wav	Hilf mir den Schnee modus auszuschalten	hilf mir den Schneemodus auszuschalten
2c_10544.wav	Erhöhe die Medien Optiker etwas	Erhöhe die Medienlautstärke etwas
2c_10764.wav	Spiele Musik ab	spiel Musik ab
2c_10796.wav	USB Musik einschalten	Musik einschalten
2c_10805.wav	USB Musik ausschalten	Musik ausschalten
2d_10486.wav	Verringere Helligkeit der Atmosphäre lichter etwas	Verringere Helligkeit der Atmosphärelichter etwas
2d_10498.wav	Aktivieren sie den Schnee modus	Aktivieren Sie den Schneemodus
2d_10501.wav	Kannst du den Schnee modus einschalten	kannst du den Schneemodus einschalten
2d_10504.wav	Kannst du den Schnee modus ausschalten	kannst du den Schneemodus ausschalten
2d_10505.wav	Hilf mir den Schnee modus auszuschalten	hilf mir den Schneemodus auszuschalten
2d_10544.wav	Erhöhe die Medien Lautstärke etwas	Erhöhe die Medienlautstärke etwas
2d_10796.wav	USB Musik einschalten	Musik einschalten
2d_10805.wav	USB Musik ausschalten	Musik ausschalten
2d_10851.wav	Schalte bitte Stamm	Schalte bitte stumm
2d_10902.wav	Audio passieren	Audio pausieren
3a_11348.wav	Suche Ladestation für Elektroautos in der Nähe	Suche Ladestationen für Elektroautos in der Nähe
3c_11348.wav	Suche Ladestation für Elektroautos in der Nähe	Suche Ladestationen für Elektroautos in der Nähe
3c_11349.wav	Fahr bitte zu einer Ladesäule in der Nähe	Fahre bitte zu einer Ladesäule in der Nähe
3d_11348.wav	Suche Ladestation für Elektroautos in der Nähe	Suche Ladestationen für Elektroautos in der Nähe
3d_11349.wav	Fahr bitte zu einer Ladesäule in der Nähe	Fahre bitte zu einer Ladesäule in der Nähe
3f_11348.wav	Suche Ladestation für Elektroautos in der Nähe	Suche Ladestationen für Elektroautos in der Nähe
de-01_090a_de_10006.wav	Schalte den fuß Lüfter ein	Schalte den Fußlüfter ein
de-01_090a_de_10008.wav	Klimaanlage für Herr Kabine ausschalten	Klimaanlage für Heckkabine ausschalten
de-01_090a_de_10013.wav	Schalten sie den Rücksitz Ventilator aus	Schalten Sie den Rücksitzventilator aus
de-01_090a_de_10020.wav	Erhöhen sie die Temperatur der Klimaanlage um drei grad	Erhöhen Sie die Temperatur der Klimaanlage um 3 Grad
de-01_090a_de_10021.wav	Erhöhen sie die Temperatur um drei grad	Erhöhen Sie die Temperatur um 3 Grad
de-01_090a_de_10024.wav	Verringern sie die Temperatur der Klimaanlage um drei grad	Verringern Sie die Temperatur der Klimaanlage um 3 Grad
de-01_090a_de_10026.wav	Bringen sie die Temperatur um drei grad	Verringern Sie die Temperatur um 3 Grad
de-01_090a_de_10028.wav	Kabinen Temperatur auf min einstellen	Kabinentemperatur auf min einstellen
de-01_090a_de_10029.wav	Erhöhen Sie die Lüfterdrehzahl der Klimaanlage um drei Stufen	Erhöhen Sie die Lüfterdrehzahl der Klimaanlage um 3 Stufen
de-01_090a_de_10030.wav	Erhöhen Sie die Lüftergeschwindigkeit um drei Stufen	Erhöhen Sie die Lüftergeschwindigkeit um 3 Stufen
de-01_090a_de_10040.wav	Setzen sie AC in den entneblungs modus	Setzen Sie ac in den Entnebelungsmodus
de-01_090a_de_10044.wav	Schalten sie den ab to modus aus	Schalten Sie den Abtaumodus aus
de-01_090a_de_10050.wav	Erhöhen Sie die Sitzheizung um zwei stufen	Erhöhen Sie die Sitzheizung um 2 Stufen
de-01_090a_de_10052.wav	Verringern sie die Erwärmung des Beifahrer Sitzes	Verringern Sie die Erwärmung des Beifahrersitzes
de-01_090a_de_10053.wav	Verringern Sie die Sitzheizung um zwei stufen	Verringern Sie die Sitzheizung um 2 Stufen
de-01_090a_de_10054.wav	Stellen sie die vorder Sitzheizung auf das maximum ein	Stellen Sie die Vordersitzheizung auf das Maximum ein
de-01_090a_de_10057.wav	Verringern sie die sitz Heizung s Intensität auf die kleinste für den Fahrer	Verringern Sie die Sitzheizungsintensität auf die kleinste für den Fahrer
de-01_090a_de_10065.wav	Erhöhen Sie die Sitzbelüftung um zwei stufen	Erhöhen Sie die Sitzbelüftung um 2 Stufen
de-01_090a_de_10067.wav	Verringern Sie die Sitzbelüftung um zwei stufen	Verringern Sie die Sitzbelüftung um 2 Stufen
de-01_090a_de_10068.wav	Schalte die Massagefunktion für den Beifahrer sitz ein	Schalte die Massagefunktion für den Beifahrersitz ein
de-01_090a_de_10075.wav	Schalte die Massagefunktion für den Beifahrer sitz aus	Schalte die Massagefunktion für den Beifahrersitz aus
de-01_090a_de_10087.wav	Drehe die massage stufe auf das maximum	Drehe die Massagestufe auf das Maximum
de-01_090a_de_10089.wav	Stelle die massage stufe auf das Minimum	Stelle die Massagestufe auf das Minimum
de-01_090a_de_10090.wav	Offenes Fenster zu 10 %	Offenes Fenster zu 10%
de-01_090a_de_10092.wav	Das Beifahrer Fenster aufmachen	Das Beifahrerfenster aufmachen
de-01_090a_de_10093.wav	Das Fahrer Fenster aufmachen	Das Fahrerfenster aufmachen
de-01_090a_de_10096.wav	Das Beifahrer Fenster öffnen	Das Beifahrerfenster öffnen
de-01_090a_de_10112.wav	Den fahr modus ausschalten	Den Fahrmodus ausschalten
